13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1060260964|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |24.03.2018      |03.04.2018       |E003.A04522|INNER G763                         |
| 1060260964|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |24.03.2018      |03.04.2018       |ZRSA.A00894|INNER G763                         |
| 1060260965|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |24.03.2018      |03.04.2018       |E003.A04522|INNER G764                         |
| 1060260965|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |24.03.2018      |03.04.2018       |ZRSA.A00894|INNER G764                         |
| 1060260966|                  1 |PC |E001.A01092|A62423.0200         |03  |A62423.0200 OUTER BOOM GLORIA G3        |E53           |14.03.2018      |28.03.2018       |ZRSA.A00894|OUTER G3O-62                       |
| 1060260966|                  1 |PC |E001.A01092|A62423.0200         |03  |A62423.0200 OUTER BOOM GLORIA G3        |E53           |14.03.2018      |28.03.2018       |E003.A00385|OUTER G3O-62                       |
| 1060260967|                  1 |PC |E001.A01092|A62423.0200         |03  |A62423.0200 OUTER BOOM GLORIA G3        |E53           |10.04.2018      |24.04.2018       |E003.A00385|OUTER G3O-63                       |
| 1060260967|                  1 |PC |E001.A01092|A62423.0200         |03  |A62423.0200 OUTER BOOM GLORIA G3        |E53           |10.04.2018      |24.04.2018       |ZRSA.A00894|OUTER G3O-63                       |
| 1060260968|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |27.03.2018      |04.04.2018       |E003.A04522|INNER G765                         |
| 1060260968|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |27.03.2018      |04.04.2018       |ZRSA.A00894|INNER G765                         |
| 1060260969|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |29.03.2018      |06.04.2018       |E003.A04522|INNER G766                         |
| 1060260969|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |29.03.2018      |06.04.2018       |ZRSA.A00894|INNER G766                         |
| 1060260970|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |30.03.2018      |09.04.2018       |ZRSA.A00894|INNER G767                         |
| 1060260970|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |30.03.2018      |09.04.2018       |E003.A04522|INNER G767                         |
| 1060260971|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |31.03.2018      |10.04.2018       |E003.A04522|INNER G768                         |
| 1060260971|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |31.03.2018      |10.04.2018       |ZRSA.A00894|INNER G768                         |
| 1060260972|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |31.03.2018      |10.04.2018       |E003.A04522|INNER G769                         |
| 1060260972|                  1 |PC |E001.A00687|A60834.0100         |01  |A60834.0100 INNER BOOM GLORIA           |E53           |31.03.2018      |10.04.2018       |ZRSA.A00894|INNER G769                         |
| 1060260973|                  1 |PC |E003.A00377|A40089.0100         |12  |OUTER BOOM A40089.0100                  |E53           |03.04.2018      |17.04.2018       |ZRSA.A00894|OUTER 1731                         |
| 1060260974|                  1 |PC |E003.A00377|A40089.0100         |12  |OUTER BOOM A40089.0100                  |E53           |04.04.2018      |18.04.2018       |ZRSA.A00894|OUTER 1732                         |
| 1060260975|                  1 |PC |E003.A00377|A40089.0100         |12  |OUTER BOOM A40089.0100                  |E53           |05.04.2018      |19.04.2018       |ZRSA.A00894|OUTER 1733                         |
| 1060260976|                  1 |PC |E003.A00365|A40019.0100         |08  |INNER BEAM A40019.0100                  |E53           |03.04.2018      |10.04.2018       |ZRSA.A00894|INNER 1731                         |
| 1060260976|                  1 |PC |E003.A00365|A40019.0100         |08  |INNER BEAM A40019.0100                  |E53           |03.04.2018      |10.04.2018       |E003.A00374|INNER 1731                         |
| 1060260977|                  1 |PC |E003.A00365|A40019.0100         |08  |INNER BEAM A40019.0100                  |E53           |04.04.2018      |11.04.2018       |E003.A00374|INNER 1732                         |
| 1060260977|                  1 |PC |E003.A00365|A40019.0100         |08  |INNER BEAM A40019.0100                  |E53           |04.04.2018      |11.04.2018       |ZRSA.A00894|INNER 1732                         |
| 1060260978|                  1 |PC |E003.A00365|A40019.0100         |08  |INNER BEAM A40019.0100                  |E53           |05.04.2018      |12.04.2018       |E003.A00374|INNER 1733                         |
| 1060260978|                  1 |PC |E003.A00365|A40019.0100         |08  |INNER BEAM A40019.0100                  |E53           |05.04.2018      |12.04.2018       |ZRSA.A00894|INNER 1733                         |
| 1060260986|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |21.03.2018      |30.03.2018       |E007.A10896|OUTER SMV 878                      |
| 1060260986|                  1 |PC |E001.A00161|602788.01           |7   |602788.01 OUTER BOOM SMV STD            |E53           |21.03.2018      |30.03.2018       |ZRSA.C15419|OUTER SMV 878                      |
| 1060260987|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |21.03.2018      |28.03.2018       |ZRSA.C15419|INNER SMV 878                      |
| 1060260987|                  1 |PC |E001.A00162|602849.01           |3   |602849.01 INNER BOOM SMV STD            |E53           |21.03.2018      |28.03.2018       |E003.A01772|INNER SMV 878                      |
| 1060261029|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |01.03.2018      |07.03.2018       |E003.A05189|KF_948_165                         |
| 1060261030|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |06.03.2018      |12.03.2018       |E003.A05189|KF_948_166                         |
| 1060261031|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |08.03.2018      |14.03.2018       |E003.A05189|KF_948_167                         |
| 1060261032|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |13.03.2018      |19.03.2018       |E003.A05189|KF_948_168                         |
| 1060261033|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |01.03.2018      |08.03.2018       |E003.A05189|KF_948_169                         |
| 1060261034|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |06.03.2018      |13.03.2018       |E003.A05189|KF_948_170                         |
| 1060261035|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |06.03.2018      |13.03.2018       |E003.A05189|KF_948_171                         |
| 1060261036|                  1 |PC |E001.A01519|5262948             |08  |5262948_5262949 MIDDLE FRAME (8-wheel)  |E48           |08.03.2018      |15.03.2018       |E003.A05189|KF_948_172                         |
| 1060261050|                  2 |PC |E003.A05201|5590018671          |01  |5590018671 Głowica boczna mała - ALF8   |E58           |15.02.2018      |15.02.2018       |E007.A34113|GŁOWICA BOCZNA MAŁA - ALF8-77      |
| 1060261069|                  2 |PC |E003.A05201|5590018671          |01  |5590018671 Głowica boczna mała - ALF8   |E58           |14.02.2018      |15.02.2018       |E007.A34113|GŁOWICA BOCZNA MAŁA - ALF8-82      |
| 1060261070|                  2 |PC |E003.A05201|5590018671          |01  |5590018671 Głowica boczna mała - ALF8   |E58           |14.02.2018      |15.02.2018       |E007.A34113|GŁOWICA BOCZNA MAŁA - ALF8-83      |
| 1060261073|                  1 |PC |E003.A05200|5590018673PA3       |01  |5590018673PA3 Głowica boczna dużaLH-ALF8|E58           |14.02.2018      |16.02.2018       |E003.A05201|ALF8-81 GŁOWICA BOCZNA DUŻA L      |
| 1060261078|                  1 |PC |E003.A05202|5590018672PA3       |01  |5590018672PA3 Głowica boczna dużaRH-ALF8|E58           |15.02.2018      |19.02.2018       |E003.A05201|ALF8-81 GŁOWICA BOCZNA DUŻA R      |
| 1060261079|                  1 |PC |E003.A05202|5590018672PA3       |01  |5590018672PA3 Głowica boczna dużaRH-ALF8|E58           |15.02.2018      |19.02.2018       |E003.A05201|ALF8-82 GŁOWICA BOCZNA DUŻA R      |
| 1060261082|                  1 |PC |E003.A04618|5243087PA1          |09  |5243087_5241449  MOSTEK 235/879         |E48           |21.02.2018      |23.02.2018       |E007.A30663|MOSTEK KR_235-256 U NAS            |
| 1060261083|                  1 |PC |E003.A04618|5243087PA1          |09  |5243087_5241449  MOSTEK 235/879         |E48           |28.02.2018      |02.03.2018       |E007.A30663|MOSTEK KR_235-257 U NAS            |
| 1060261084|                  1 |PC |E001.A01942|5287386PA           |02  |5287386_5287388 FRONT FRAME             |E48           |02.03.2018      |13.03.2018       |E003.A05619|KF_386-19                          |
| 1060261085|                  1 |PC |E001.A01942|5287386PA           |02  |5287386_5287388 FRONT FRAME             |E48           |09.03.2018      |20.03.2018       |E003.A05619|KF_386-20                          |
| 1060261086|                  1 |PC |E001.A02280|081-16-03_REW2      |    |081-16-03_rew2 - moder adaptera OUTOTEC |E49           |20.02.2018      |21.02.2018       |E007.A40947|081-16-03_REW2 - MODER ADAPTERA OUT|
| 1060261096|                  1 |PC |E001.A02272|101450.02_X1        |01  |101450.02_X1 FRAME TBE (101545.01.03.04)|E44           |24.03.2018      |12.04.2018       |ZRSA.A00739|SMV13X1-3 /18081/ RURA 100440.10   |
| 1060261097|                  1 |PC |E001.A02272|101450.02_X1        |01  |101450.02_X1 FRAME TBE (101545.01.03.04)|E44           |10.05.2018      |26.05.2018       |ZRSA.A00739|SMV13X1-4 /18082/ RURA 100440.10   |
| 1060261156|                  1 |PC |E001.A02245|101326.03_PA01_V14  |01  |101326.03_V14 FRAME (+DRILL 6213.041)   |E44           |19.02.2018      |08.03.2018       |ZRSA.A00739|SMV16V14-1 /18020/ RURA 100440.10  |
| 1060261158|                  2 |PC |E003.A04864|100880.03           |01  |100880.03 RTCH EAR LIFTING CYLINDER     |E44           |19.02.2018      |21.02.2018       |E007.A03436|GLOWICZKI SMV16V14-1               |
| 1060261158|                  2 |PC |E003.A04864|100880.03           |01  |100880.03 RTCH EAR LIFTING CYLINDER     |E44           |19.02.2018      |21.02.2018       |E007.A03436|GLOWICZKI SMV16V14-1               |
| 1060261158|                  2 |PC |E003.A04864|100880.03           |01  |100880.03 RTCH EAR LIFTING CYLINDER     |E44           |19.02.2018      |21.02.2018       |E007.A03436|GLOWICZKI SMV16V14-1               |
| 1060261167|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |19.02.2018      |06.03.2018       |ZRSA.A00894|FA2-29                             |
| 1060261167|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |19.02.2018      |06.03.2018       |E007.A10024|FA2-29                             |
| 1060261168|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |19.02.2018      |05.03.2018       |E007.A10024|FA2-30                             |
| 1060261168|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |19.02.2018      |05.03.2018       |ZRSA.A00894|FA2-30                             |
| 1060261169|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |22.02.2018      |08.03.2018       |E007.A10024|FA2-31                             |
| 1060261169|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |22.02.2018      |08.03.2018       |ZRSA.A00894|FA2-31                             |
| 1060261176|                  1 |PC |E003.A03476|A39601.0400 PA      |08  |A39601.0400 FRAME BEAM LEFT             |E44           |14.02.2018      |15.02.2018       |E007.A08252|SB FR2-869                         |
| 1060261180|                  1 |PC |E003.A03475|A39601.0300         |11  |A39601.0300 FRAME BEAM RIGHT            |E44           |14.02.2018      |15.02.2018       |E007.A08252|SB FR2-869                         |
| 1060261183|                  1 |PC |E001.A01944|4023360             |4   |4180139 REV0 Inner HYI4 Short           |E53           |23.02.2018      |02.03.2018       |E003.A05376|INNER HY4I-29                      |
| 1060261232|                  1 |PC |E001.A00708|100948              |2   |100948 FRAME SC SUPPORT LEG             |E44           |16.02.2018      |17.02.2018       |E007.A27594|DODATEK SMV17-19                   |
| 1060261233|                  1 |PC |E001.A02244|101326.03_PA01_C1   |01  |101326.03_C1 FRAME (+DRILL 6213.036)    |E44           |07.03.2018      |23.03.2018       |ZRSA.A00739|SMV16C1-1 /18053/ RURA 100440.10   |
| 1060261234|                  1 |PC |E001.A02245|101326.03_PA01_V14  |01  |101326.03_V14 FRAME (+DRILL 6213.041)   |E44           |13.03.2018      |30.03.2018       |ZRSA.A00739|SMV16V14-2 /18085/ RURA 100440.10  |
| 1060261235|                  1 |PC |E001.A02245|101326.03_PA01_V14  |01  |101326.03_V14 FRAME (+DRILL 6213.041)   |E44           |14.03.2018      |03.04.2018       |ZRSA.A00739|SMV16V14-3 /18086/ RURA 100440.10  |
| 1060261236|                  1 |PC |E001.A02245|101326.03_PA01_V14  |01  |101326.03_V14 FRAME (+DRILL 6213.041)   |E44           |14.03.2018      |03.04.2018       |ZRSA.A00739|SMV16V14-4 /18101/ RURA 100440.10  |
| 1060261237|                  1 |PC |E001.A02245|101326.03_PA01_V14  |01  |101326.03_V14 FRAME (+DRILL 6213.041)   |E44           |16.03.2018      |05.04.2018       |ZRSA.A00739|SMV16V14-5 /18148/ RURA 100440.10  |
| 1060261238|                  1 |PC |E001.A02246|101389.02_PA01_V11  |01  |101389.02_V11 FRAME (+ DRILL 6213.033)  |E44           |20.03.2018      |09.04.2018       |ZRSA.A00739|SMV15V11-6 /17692/ RURA 100440.10  |
| 1060261239|                  1 |PC |E001.A02246|101389.02_PA01_V11  |01  |101389.02_V11 FRAME (+ DRILL 6213.033)  |E44           |26.02.2018      |15.03.2018       |ZRSA.A00739|SMV15V11-2 /18023/ RURA 100440.10  |
| 1060261240|                  1 |PC |E001.A02246|101389.02_PA01_V11  |01  |101389.02_V11 FRAME (+ DRILL 6213.033)  |E44           |12.03.2018      |29.03.2018       |ZRSA.A00739|SMV15V11-3 /17977/ RURA 100440.10  |
| 1060261241|                  1 |PC |E001.A02246|101389.02_PA01_V11  |01  |101389.02_V11 FRAME (+ DRILL 6213.033)  |E44           |12.03.2018      |29.03.2018       |ZRSA.A00739|SMV15V11-4 /17978/ RURA 100440.10  |
| 1060261242|                  1 |PC |E001.A02246|101389.02_PA01_V11  |01  |101389.02_V11 FRAME (+ DRILL 6213.033)  |E44           |16.03.2018      |05.04.2018       |ZRSA.A00739|SMV15V11-5 /17978/ RURA 100440.10  |
| 1060261243|                  1 |PC |E001.A02247|101326.02_PA01_V11  |06  |101326.02_V11 FRAME (+ DRILL 6213.033)  |E44           |13.03.2018      |30.03.2018       |ZRSA.A00739|SMV11V11-4 /17954/ RURA 100440.10  |
| 1060261244|                  1 |PC |E001.A02247|101326.02_PA01_V11  |06  |101326.02_V11 FRAME (+ DRILL 6213.033)  |E44           |12.03.2018      |29.03.2018       |ZRSA.A00739|SMV11V11-3 /17977/ RURA 100440.10  |
| 1060261245|                  1 |PC |E001.A02247|101326.02_PA01_V11  |06  |101326.02_V11 FRAME (+ DRILL 6213.033)  |E44           |22.03.2018      |11.04.2018       |ZRSA.A00739|SMV11V11-5 /18028/ RURA 100440.10  |
| 1060261246|                  1 |PC |E001.A02272|101450.02_X1        |01  |101450.02_X1 FRAME TBE (101545.01.03.04)|E44           |23.03.2018      |11.04.2018       |ZRSA.A00739|SMV13X1-2 /17994/ RURA 100440.08   |
| 1060261247|                  1 |PC |E001.A02272|101450.02_X1        |01  |101450.02_X1 FRAME TBE (101545.01.03.04)|E44           |24.04.2018      |15.05.2018       |ZRSA.A00739|SMV13X1-6 / 18080/ RURA 100440.08  |
| 1060261248|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |19.03.2018      |30.03.2018       |ZRSA.A00739|SMV7V14-1 /18103/ RURA 100440.10   |
| 1060261249|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |21.03.2018      |04.04.2018       |ZRSA.A00739|SMV7V14-2 /RURA 100440.10/         |
| 1060261250|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |22.03.2018      |04.04.2018       |ZRSA.A00739|SMV7V14-3 /RURA 100440.10/         |
| 1060261251|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |26.03.2018      |09.04.2018       |ZRSA.A00739|SMV7V14-4 /RURA 100440.10/         |
| 1060261252|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |27.03.2018      |10.04.2018       |ZRSA.A00739|SMV7V14-5 /RURA 100440.10/         |
| 1060261253|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |06.04.2018      |18.04.2018       |ZRSA.A00739|SMV7V14-6 /RURA 100440.10/         |
| 1060261254|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |04.04.2018      |17.04.2018       |ZRSA.A00739|SMV7V14-7 /RURA 100440.10/         |
| 1060261255|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |05.04.2018      |17.04.2018       |ZRSA.A00739|SMV7V14-8 /RURA 100440.10/         |
| 1060261256|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |13.04.2018      |25.04.2018       |ZRSA.A00739|SMV7V14-9 /RURA 100440.10/         |
| 1060261257|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |10.04.2018      |20.04.2018       |ZRSA.A00739|SMV7V14-10 /RURA 100440.10/        |
| 1060261258|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |03.05.2018      |16.05.2018       |ZRSA.A00739|SMV7V14-11 /RURA 100440.10/        |
| 1060261259|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |09.05.2018      |22.05.2018       |ZRSA.A00739|SMV7V14-12 /RURA 100440.10/        |
| 1060261260|                  1 |PC |E001.A02276|100950.02_PA01_V14  |16  |100950.02_V14 FRAME (+DRILL 6213.041)   |E44           |11.05.2018      |23.05.2018       |ZRSA.A00739|SMV7V14-13 /RURA 100440.10/        |
| 1060261261|                  1 |PC |E001.A00807|101471.01W          |08  |101471.01W FRAME 108TB, M-2012          |E44           |28.02.2018      |08.03.2018       |ZRSA.A00739|SMV8-27 /18035/ RURA 101111.03     |
| 1060261261|                  1 |PC |E001.A00807|101471.01W          |08  |101471.01W FRAME 108TB, M-2012          |E44           |28.02.2018      |08.03.2018       |E003.A04527|SMV8-27 /18035/ RURA 101111.03     |
| 1060261263|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |13.03.2018      |27.03.2018       |ZRSA.A00894|FA2-33                             |
| 1060261263|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |13.03.2018      |27.03.2018       |E007.A10024|FA2-33                             |
| 1060261264|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |14.03.2018      |28.03.2018       |E007.A10024|FA2-34                             |
| 1060261264|                  1 |PC |E001.A00692|A60636.0200         |03  |A60636.0200 FRAME DRG450/65             |E44           |14.03.2018      |28.03.2018       |ZRSA.A00894|FA2-34                             |
| 1060261265|                  1 |PC |E001.A01237|A62393.0400         |02  |A62393.0400 FRAME DRG450/65 S           |E44           |14.03.2018      |29.03.2018       |E003.A00550|FA14-26                            |
| 1060261265|                  1 |PC |E001.A01237|A62393.0400         |02  |A62393.0400 FRAME DRG450/65 S           |E44           |14.03.2018      |29.03.2018       |ZRSA.A00894|FA14-26                            |
| 1060261266|                  1 |PC |E001.A01490|A57586.0300         |01  |A57586.0300 FREJA FRAME DRG100          |E44           |22.02.2018      |03.03.2018       |E007.A06619|F13-63                             |
| 1060261266|                  1 |PC |E001.A01490|A57586.0300         |01  |A57586.0300 FREJA FRAME DRG100          |E44           |22.02.2018      |03.03.2018       |ZRSA.A00894|F13-63                             |
| 1060261267|                  1 |PC |E001.A01490|A57586.0300         |01  |A57586.0300 FREJA FRAME DRG100          |E44           |07.03.2018      |16.03.2018       |E007.A06619|F13-64                             |
| 1060261267|                  1 |PC |E001.A01490|A57586.0300         |01  |A57586.0300 FREJA FRAME DRG100          |E44           |07.03.2018      |16.03.2018       |ZRSA.A00894|F13-64                             |
| 1060261268|                  1 |PC |E001.A01490|A57586.0300         |01  |A57586.0300 FREJA FRAME DRG100          |E44           |12.03.2018      |21.03.2018       |E007.A06619|F13-65                             |
| 1060261268|                  1 |PC |E001.A01490|A57586.0300         |01  |A57586.0300 FREJA FRAME DRG100          |E44           |12.03.2018      |21.03.2018       |ZRSA.A00894|F13-65                             |
| 1060261269|                  1 |PC |E001.A02272|101450.02_X1        |01  |101450.02_X1 FRAME TBE (101545.01.03.04)|E44           |04.04.2018      |20.04.2018       |ZRSA.A00739|SMV13X1-5 /18079/ RURA 100440.08   |
| 1060261270|                  1 |PC |E001.A02246|101389.02_PA01_V11  |01  |101389.02_V11 FRAME (+ DRILL 6213.033)  |E44           |09.05.2018      |26.05.2018       |ZRSA.A00739|SMV15V11-10 /18119/ RURA 100440.10 |
| 1060261297|                  1 |PC |E003.A04375|9106002331          |2   |9106002331 Zaczep podwójny BTA          |E58           |15.02.2018      |16.02.2018       |E007.A28636|ZACZEP PODWÓJNY BTA-391            |
| 1060261313|                  1 |PC |E001.A01564|603302.02           |04  |603302.02 SMV MAST INNER LH=19000       |E43           |23.02.2018      |03.03.2018       |E003.A05220|SMI19-43                           |
| 1060261317|                  1 |PC |E001.A01926|5288457             |03  |5288457_5287359 MIDDLE FRAME (small 8-w)|E48           |01.03.2018      |08.03.2018       |E003.A05609|457-15                             |
| 1060261318|                  1 |PC |E001.A01926|5288457             |03  |5288457_5287359 MIDDLE FRAME (small 8-w)|E48           |06.03.2018      |13.03.2018       |E003.A05609|457-16                             |
| 1060261319|                  1 |PC |E001.A01926|5288457             |03  |5288457_5287359 MIDDLE FRAME (small 8-w)|E48           |08.03.2018      |14.03.2018       |E003.A05609|457-14                             |
| 1060261320|                  1 |PC |E001.A01926|5288457             |03  |5288457_5287359 MIDDLE FRAME (small 8-w)|E48           |14.03.2018      |21.03.2018       |E003.A05609|457-17                             |
| 1060261321|                  1 |PC |E001.A01926|5288457             |03  |5288457_5287359 MIDDLE FRAME (small 8-w)|E48           |20.03.2018      |27.03.2018       |E003.A05609|457-18                             |
| 1060261322|                  1 |PC |E003.A01772|602336.01-PA2       |4   |602336.01 NOSE BOOM INNER STD           |E53           |16.02.2018      |20.02.2018       |E007.A10920|NOS SMV 863                        |
| 1060261341|                  1 |PC |E003.A05866|603441.01PA2        |1   |603441.01PA2 Beam Left Outer SMV        |E43           |28.02.2018      |01.03.2018       |E007.A40170|BELKA LEWA SKO19-5                 |
| 1060261342|                  1 |PC |E003.A05865|603441.02PA2        |1   |603441.02PA2 Beam Right Outer SMV       |E43           |28.02.2018      |01.03.2018       |E007.A40170|BELKA PRAWA SKO19-5                |
| 1060261343|                  1 |PC |E001.A00301|9106011610          |11  |REAR FRAME 9106011610 T1DC              |E58           |18.02.2018      |20.02.2018       |E003.A03050|T1D C-209                          |
| 1060261344|                 15 |PC |E003.A04189|9110940721          |04  |SUPPROT LEG ATTACHMENT 9110940721       |E58           |15.02.2018      |20.02.2018       |E007.A01500|ODLEWY AHN 15 SZT                  |
| 1060261345|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |05.03.2018      |06.03.2018       |E007.A11085|HC20C-67                           |
| 1060261345|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |05.03.2018      |06.03.2018       |E007.A11085|HC20C-67                           |
| 1060261345|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |05.03.2018      |06.03.2018       |ZRSA.C09327|HC20C-67                           |
| 1060261345|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |05.03.2018      |06.03.2018       |E007.A11085|HC20C-67                           |
| 1060261346|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |13.03.2018      |21.03.2018       |ZRSA.C09327|HC20C-68                           |
| 1060261346|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |13.03.2018      |21.03.2018       |E007.A11085|HC20C-68                           |
| 1060261347|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |15.03.2018      |27.03.2018       |E007.A11085|HC20C-69                           |
| 1060261347|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |15.03.2018      |27.03.2018       |ZRSA.C09327|HC20C-69                           |
| 1060261348|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |19.03.2018      |27.03.2018       |ZRSA.C09327|HC20C-70                           |
| 1060261348|                  1 |PC |E001.A01504|A64900.0200PA       |06  |A64900.0200PA CARRIAGE L=3400           |E43           |19.03.2018      |27.03.2018       |E007.A11085|HC20C-70                           |
| 1060261356|                  1 |PC |E003.A05190|5262960PA           |05  |5262960_5262967 FRONT PART-TANK /8-wheel|E48           |15.02.2018      |27.02.2018       |E007.A36759|ZBIORNIK KF_948-165                |
| 1060261365|                  1 |PC |E003.A05619|3861191             |00  |3861191 PODL+PIERSC+POKRY+GRUBA_386     |E48           |28.02.2018      |28.02.2018       |E007.A38849|PODŁOGA KF_386-12 SPAW. RĘCZNE     |
| 1060261394|                  1 |PC |E001.A00948|9106012391          |3   |9106012391 Front Frame T1DA             |E58           |09.03.2018      |15.03.2018       |E007.A30424|T1D A-89                           |
| 1060261395|                  1 |PC |E001.A00948|9106012391          |3   |9106012391 Front Frame T1DA             |E58           |02.03.2018      |08.03.2018       |E007.A30424|T1D A-90                           |
| 1060261396|                  1 |PC |E001.A00948|9106012391          |3   |9106012391 Front Frame T1DA             |E58           |15.03.2018      |21.03.2018       |E007.A30424|T1D A-91                           |
| 1060261397|                  1 |PC |E001.A00301|9106011610          |11  |REAR FRAME 9106011610 T1DC              |E58           |27.02.2018      |01.03.2018       |E003.A03050|T1D C-210                          |
