13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1032940901|                  4 |EA |E007.A08451|A43832.0200PA       |02  |A43832.0200 CROSS PLATE TOP T=15 S355MC |E52           |16.03.2018      |22.03.2018       |B001.A06272|                                   |
| 1032940908|                  4 |EA |E007.A26306|339503.0400         |01  |339503.0400 CHAIN BRACKET T=100 S355N   |E52           |11.03.2018      |21.03.2018       |B001.A04086|                                   |
| 1032940909|                  6 |EA |E007.A27198|9106224475          |02  |9106224475 Plate t=20 S355              |E52           |11.03.2018      |21.03.2018       |B001.A02743|                                   |
| 1032940916|                  4 |EA |E007.A15176|9106001516          |07  |PLATE 9106001516                        |E52           |11.03.2018      |21.03.2018       |B001.A02743|                                   |
| 1032940917|                  4 |EA |E007.A15180|9106001577          |07  |PLATE 9106001577                        |E52           |11.03.2018      |21.03.2018       |B001.A02743|                                   |
| 1032940919|                  4 |EA |E007.A07159|A44945.0900PA       |01  |A44945.0900PA SUSPENSION T=100 S355N    |E52           |11.03.2018      |21.03.2018       |B001.A04086|                                   |
| 1032940920|                 24 |EA |E007.A27184|336550.0400         |03  |336550.0400 T=40 BRACKET                |E52           |11.03.2018      |21.03.2018       |B001.A04186|                                   |
| 1032940921|                 24 |EA |E007.A27184|336550.0400         |03  |336550.0400 T=40 BRACKET                |E52           |11.03.2018      |21.03.2018       |B001.A04186|                                   |
| 1032940922|                 12 |EA |E007.A27185|A57970.0100-PA      |01  |A57970.0100 T=15 PLATE                  |E52           |15.03.2018      |21.03.2018       |B001.A06272|                                   |
| 1032940925|                  8 |EA |E007.A08062|A23177.0400PA5      |01  |A23177.0400 T=15 PLATE                  |E52           |15.03.2018      |21.03.2018       |B001.A06272|                                   |
| 1032940939|                  2 |EA |E007.A15377|9106239377          |01  |9106239377 ATTACHMENT PLATE RIGHT       |E52           |26.02.2018      |05.03.2018       |B001.A04186|                                   |
| 1032940943|                 24 |EA |E007.A27184|336550.0400         |03  |336550.0400 T=40 BRACKET                |E52           |26.02.2018      |06.03.2018       |B001.A04186|                                   |
| 1032940948|                  2 |EA |E007.A31096|9106002395PA        |5   |PLATE 9106002395PA                      |E52           |26.02.2018      |09.03.2018       |B001.A04186|                                   |
| 1032940950|                  4 |EA |E007.A14949|9106001439          |08  |PART T=40 S355J2G3 9106001439           |E52           |26.02.2018      |08.03.2018       |B001.A04186|                                   |
| 1032940951|                  8 |EA |E007.A14946|9106001436          |04  |PART T=40 S355J2G3 9106001436           |E52           |26.02.2018      |12.03.2018       |B001.A04186|                                   |
| 1032940955|                  2 |EA |E007.A30453|9106012394          |01  |9106012394 PLATE t=40 S355N             |E52           |26.02.2018      |13.03.2018       |B001.A04186|                                   |
| 1032940956|                  2 |EA |E007.A18042|9106249217PA        |03  |9106249217PA PLATE T=40 S355J2+N        |E52           |26.02.2018      |08.03.2018       |B001.A04186|                                   |
| 1032940969|                  4 |EA |E007.A07162|A35823.0200PA2      |02  |A35823.0200PA2 MAST SUSPENSION LUG      |E52           |13.02.2018      |27.02.2018       |B001.A04835|                                   |
| 1032940977|                  4 |EA |E007.A15173|9106001515          |11  |PLATE 9106001515                        |E52           |21.02.2018      |05.03.2018       |B001.A02743|                                   |
| 1032940983|                  4 |EA |E007.A15181|9106001578          |05  |PLATE 9106001578                        |E52           |28.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032940988|                  8 |EA |E007.A03430|100872.01           |02  |100872.01 Plate ski T=20                |E52           |24.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032940994|                  4 |EA |E007.A07667|A12725.0400         |04  |A12725.0400 PLATE T=20 S355N            |E52           |01.03.2018      |09.03.2018       |B001.A02743|                                   |
| 1032941068|                  4 |EA |E007.A34138|5590016948          |1   |5590016948 PLATE t=65 S355N -palony t=70|E52           |16.02.2018      |28.02.2018       |B001.A04835|                                   |
| 1032941070|                  4 |EA |E007.A08691|A47615.0100         |04  |A47615.0100 MIDDLE PLATE S355NT=70      |E52           |16.02.2018      |28.02.2018       |B001.A04835|                                   |
| 1032941071|                  2 |EA |E007.A08691|A47615.0100         |04  |A47615.0100 MIDDLE PLATE S355NT=70      |E52           |16.02.2018      |28.02.2018       |B001.A04835|                                   |
| 1032941072|                  4 |EA |E007.A08691|A47615.0100         |04  |A47615.0100 MIDDLE PLATE S355NT=70      |E52           |16.02.2018      |28.02.2018       |B001.A04835|                                   |
| 1032941073|                  2 |EA |E007.A08691|A47615.0100         |04  |A47615.0100 MIDDLE PLATE S355NT=70      |E52           |16.02.2018      |28.02.2018       |B001.A04835|                                   |
| 1032941078|                  2 |EA |E007.A17598|5580022425PA        |03  |5580022425PA PLATE S355N T=70           |E52           |18.02.2018      |28.02.2018       |B001.A04835|                                   |
| 1032941084|                  4 |EA |E007.A07162|A35823.0200PA2      |02  |A35823.0200PA2 MAST SUSPENSION LUG      |E52           |27.02.2018      |08.03.2018       |B001.A04835|                                   |
| 1032941113|                 12 |EA |E007.A10020|A39593.0100         |03  |A39593.0100 T=15 S355N                  |E52           |25.02.2018      |05.03.2018       |B001.A06272|                                   |
| 1032941114|                 12 |EA |E007.A10020|A39593.0100         |03  |A39593.0100 T=15 S355N                  |E52           |26.02.2018      |07.03.2018       |B001.A06272|                                   |
| 1032941182|                 12 |EA |E007.A10924|600026.01           |3   |600026.01 T=15 SPACER NOSE              |E52           |28.02.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941183|                 32 |EA |E007.A09520|A02811.0100         |05  |SPACER A02811.0100                      |E52           |01.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941184|                  4 |EA |E007.A32873|5080440PA           |03  |5080440 T=15 S355MC                     |E52           |03.03.2018      |12.03.2018       |B001.A06272|                                   |
| 1032941185|                  8 |EA |E007.A32877|5083426             |01  |5083426 T=15 S355MC                     |E52           |28.02.2018      |12.03.2018       |B001.A06272|                                   |
| 1032941186|                  4 |EA |E007.A30663|5241457PA1          |02  |5241457, plate, T=15, S355MC            |E52           |07.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941187|                  4 |EA |E007.A34393|5080428PA           |03  |5080428 T=15 S355MC cutE new indeks     |E52           |09.03.2018      |20.03.2018       |B001.A06272|                                   |
| 1032941188|                  4 |EA |E007.A09219|602846.02           |1   |REINFORCEMENT REAR RIGHT 602846.02      |E52           |08.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941189|                 20 |EA |E007.A03421|100091.02           |03  |100091.02 Bracket T=15                  |E52           |08.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941190|                  4 |EA |E007.A10928|602341.01           |1   |PLATE 602341.01                         |E52           |08.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941191|                  4 |EA |E007.A31583|5241804PA           |02  |5241804 plate T=15 S355J2+N             |E52           |12.03.2018      |21.03.2018       |B001.A06272|                                   |
| 1032941192|                  8 |EA |E007.A06906|A32130.0100         |03  |A32130.0100 PLATE T=15 S355N            |E52           |07.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941193|                 20 |EA |E007.A07091|A32115.0100PA       |06  |A32115.0100 PLATE T=15 S355N            |E52           |12.03.2018      |13.03.2018       |B001.A06272|                                   |
| 1032941194|                  4 |EA |E007.A10510|A39603.0100         |04  |A39603.0100 PLATE S355MC T=15           |E52           |11.03.2018      |14.03.2018       |B001.A06272|                                   |
| 1032941195|                  4 |EA |E007.A10901|800000PA            |51  |800000.93 T=15 REINFORCEMENT PLATE      |E52           |12.03.2018      |15.03.2018       |B001.A06272|                                   |
| 1032941196|                  4 |EA |E007.A09299|A32113.0100         |04  |A32113.0100 ROD INNER TOP YOKE          |E52           |12.03.2018      |15.03.2018       |B001.A06272|                                   |
| 1032941197|                 12 |EA |E007.A06525|A32141.0100         |02  |A32141.0100 CROSS PLATE TOP T=15 S355MC |E52           |11.03.2018      |15.03.2018       |B001.A06272|                                   |
| 1032941198|                  8 |EA |E007.A07091|A32115.0100PA       |06  |A32115.0100 PLATE T=15 S355N            |E52           |12.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941203|                  3 |EA |E007.A35455|5262956PA           |03  |5262956, Plyta mostka, T=20, S355J2+N   |E52           |03.03.2018      |07.03.2018       |B001.A02743|                                   |
| 1032941218|                  8 |EA |E007.A30591|5241650PA           |00  |5241650 plate(trójkąt), t=12, S690QL    |E52           |03.03.2018      |07.03.2018       |B001.A05930|                                   |
| 1032941225|                  2 |EA |E007.A36742|5271749             |02  |5271749, Żebro, t=15, S420ML            |E52           |12.03.2018      |17.03.2018       |B001.A01391|                                   |
| 1032941233|                  1 |EA |E007.A36742|5271749             |02  |5271749, Żebro, t=15, S420ML            |E52           |12.03.2018      |17.03.2018       |B001.A01391|                                   |
| 1032941241|                  2 |EA |E007.A14712|A02716.0400PA       |04  |A02716.0400 T=25 S355N WANNA            |E52           |08.03.2018      |21.03.2018       |B001.A02677|                                   |
| 1032941250|                  1 |EA |E007.A33249|A62592.2200         |03  |A62592.2200 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032941251|                  1 |EA |E007.A33250|A62592.0200PA       |04  |A62592.0200 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032941252|                  1 |EA |E007.A33252|A62592.1200PA       |04  |A62592.1200 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032941253|                  1 |EA |E007.A33253|A62592.3200         |02  |A62592.3200 T=15 S355J2+N               |E52           |11.03.2018      |16.03.2018       |B001.A06272|                                   |
| 1032941254|                  1 |EA |E007.A32793|A57411.1000PA       |05  |A57411.1000 C-BEAM PLATE LEFT L4437     |E52           |11.03.2018      |19.03.2018       |B001.A02743|                                   |
| 1032941255|                  1 |EA |E007.A32794|A57412.1000PA       |05  |A57412.1000 C BEAM PLATE RIGHT L4437    |E52           |11.03.2018      |19.03.2018       |B001.A02743|                                   |
| 1032941261|                  1 |EA |E007.A35435|5266956             |00  |5266956, t=12, S690QL, Pokrywa (U NAS)  |E52           |09.03.2018      |15.03.2018       |B001.A05930|                                   |
| 1032941264|                  1 |EA |E007.A33249|A62592.2200         |03  |A62592.2200 T=15 S355J2+N               |E52           |12.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941265|                  1 |EA |E007.A33250|A62592.0200PA       |04  |A62592.0200 T=15 S355J2+N               |E52           |12.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941267|                  1 |EA |E007.A33252|A62592.1200PA       |04  |A62592.1200 T=15 S355J2+N               |E52           |12.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941268|                  1 |EA |E007.A33253|A62592.3200         |02  |A62592.3200 T=15 S355J2+N               |E52           |12.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941271|                  4 |EA |E007.A32872|5090840PA           |02  |5090840 T=15 S355MC                     |E52           |10.03.2018      |15.03.2018       |B001.A06272|                                   |
| 1032941278|                  6 |EA |E007.A38860|5287542             |00  |5287542 T=15 S355MC                     |E52           |12.03.2018      |26.03.2018       |B001.A06272|                                   |
| 1032941280|                  8 |EA |E007.A32856|5080427PA2          |04  |5080427 T=20 S420ML                     |E52           |16.03.2018      |22.03.2018       |B001.A01371|                                   |
| 1032941282|                  4 |EA |E007.A32877|5083426             |01  |5083426 T=15 S355MC                     |E52           |14.03.2018      |17.03.2018       |B001.A05860|                                   |
| 1032941283|                  4 |EA |E007.A34368|5258466PA           |00  |5258466 T=12 S690QL Pokrywa (u nas)     |E52           |12.03.2018      |19.03.2018       |B001.A05930|                                   |
| 1032941284|                  4 |EA |E007.A38756|5289873             |00  |5289873 PLATE T=20 S420ML               |E52           |14.03.2018      |17.03.2018       |B001.A04636|                                   |
| 1032941285|                  4 |EA |E007.A38849|5287403PA           |01  |5287403 T=50 S690QL                     |E52           |11.03.2018      |23.03.2018       |B001.A04265|                                   |
| 1032941286|                  1 |EA |E007.A32795|A46161.1000PA       |05  |A46161.1000 T=15 S355N                  |E52           |13.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941287|                  1 |EA |E007.A09670|A46162.0100PA       |07  |A46162.0100 T=15 S355N                  |E52           |13.03.2018      |19.03.2018       |B001.A06272|                                   |
| 1032941294|                  2 |EA |E007.A34135|5590016912LPA3      |2   |5590016912LPA3 PLATE t=20 S355N         |E52           |18.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941296|                  2 |EA |E007.A35480|5590016912PPA3      |2   |5590016912PPA3 PLATE t=20 S355N         |E52           |18.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941302|                  2 |EA |E007.A35429|5297292PA           |00  |5297292, plate, t=20, S355MC            |E52           |20.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941303|                  2 |EA |E007.A30432|9106011438          |04  |9106011438 T=20 S355J2G3                |E52           |25.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941304|                  2 |EA |E007.A30438|9106011451          |02  |9106011451 PLATE t=20 S355N             |E52           |27.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941305|                  2 |EA |E007.A30443|9106011489          |01  |9106011489 PLATE T=20 S355J2G3          |E52           |27.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941306|                  2 |EA |E007.A30444|9106011490          |01  |9106011490 PLATE T=20 S355J2G3          |E52           |27.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941324|                  2 |EA |E007.A40773|4000.007.01W_EXTRA  |04  |4000.007.01W_EXTRA PLATE 2230x435 T=40  |E52           |27.02.2018      |12.03.2018       |B001.A04186|                                   |
| 1032941333|                  4 |EA |E007.A15169|9106001528PA2       |18  |PLATE 9106001528PA2                     |E52           |27.02.2018      |13.03.2018       |B001.A04186|                                   |
| 1032941339|                  4 |EA |E007.A32869|5080433PA           |01  |5080433 T=40 S355J2+N                   |E52           |27.02.2018      |19.03.2018       |B001.A04186|                                   |
| 1032941346|                  4 |EA |E007.A36694|5283149PA           |01  |5283149, plate, t=40, S355J2+N          |E52           |27.02.2018      |21.03.2018       |B001.A04186|                                   |
| 1032941347|                  4 |EA |E007.A36695|5282739PA           |01  |5282739, plate, t=40, S355J2+N          |E52           |27.02.2018      |21.03.2018       |B001.A04186|                                   |
| 1032941348|                  4 |EA |E007.A32875|5090841PA           |01  |5090841 T=40 S355J2+N                   |E52           |27.02.2018      |26.03.2018       |B001.A04186|                                   |
| 1032941349|                  4 |EA |E007.A30700|5246052             |02  |5246052 T=40 S355J2+N                   |E52           |27.02.2018      |21.03.2018       |B001.A04186|                                   |
| 1032941364|                  4 |EA |E007.A31098|9106002392PA        |08  |9106002392PA PLATE t=20 S355N           |E52           |27.02.2018      |08.03.2018       |B001.A02743|                                   |
| 1032941374|                  4 |EA |E007.A15180|9106001577          |07  |PLATE 9106001577                        |E52           |02.03.2018      |12.03.2018       |B001.A02743|                                   |
| 1032941404|                  1 |EA |E007.A40548|096-15-20-1         |    |096-15-20-1 Blacha X20                  |E52           |28.02.2018      |02.03.2018       |B001.A02743|                                   |
| 1032941410|                  4 |EA |E007.A13923|4000.006.1WP_PA     |04  |4000.006.1WP Plate 2230x245 T=30        |E52           |25.02.2018      |28.02.2018       |B001.A04185|                                   |
| 1032941417|                 24 |EA |E007.A31678|5245589             |01  |5245589, t=30, S355J2+N, (E+SUB MACH.)  |E52           |27.02.2018      |14.03.2018       |B001.A04185|                                   |
| 1032941425|                  1 |EA |E007.A40762|100866.01_1PW_V14   |12  |100866.01_1PW_V14 PLATE 5959X770X15     |E52           |24.02.2018      |27.02.2018       |B001.A05860|                                   |
| 1032941430|                  1 |EA |E007.A40767|100928-1A_LW_V11    |07  |100928-1A_LW_V11 PLATE 5979x770x15      |E52           |25.02.2018      |27.02.2018       |B001.A05860|                                   |
| 1032941463|                  1 |EA |E007.A40959|009-18-01.03        |    |009-18-01.03  Blacha X60                |E52           |28.02.2018      |28.02.2018       |B001.A04834|                                   |
| 1032941464|                  2 |EA |E007.A40960|009-18-01.02        |    |009-18-01.02  Blacha X60                |E52           |28.02.2018      |28.02.2018       |B001.A04834|                                   |
| 1032941465|                  2 |EA |E007.A40961|009-18-01.01        |    |009-18-01.01  Blacha X60                |E52           |28.02.2018      |28.02.2018       |B001.A04834|                                   |
| 1032941468|                 12 |EA |E007.A10023|A39598.0100         |02  |A39598.0100 PLATE DRIVE S355N T=60      |E52           |28.02.2018      |16.03.2018       |B001.A04834|                                   |
| 1032941469|                  4 |EA |E007.A28602|9106006532          |05  |9106006532PA PLATE t=60 S355N           |E52           |28.02.2018      |20.03.2018       |B001.A04834|                                   |
| 1032941480|                  1 |EA |E007.A32564|4N5908950PA3        |    |4N5908950PA3 PLATE T=15 S355J2G3 IP-061 |E52           |12.03.2018      |21.03.2018       |B001.A06272|                                   |
| 1032941493|                  2 |EA |E007.A36824|5590018856          |1   |5590018856 PLATE t=15 S355N             |E52           |27.02.2018      |01.03.2018       |B001.A06272|                                   |
| 1032941499|                  4 |EA |E007.A10913|601244.01           |4   |601244.01 T=50 BOTTOM PLATE             |E52           |27.02.2018      |09.03.2018       |B001.A02717|                                   |
| 1032941504|                  4 |EA |E007.A30688|5241245PA2          |00  |5241245, t=50, S355J2+N, Zaczep         |E52           |28.02.2018      |12.03.2018       |B001.A02717|                                   |
| 1032941506|                  2 |EA |E007.A32816|5112331406PA        |01  |5112331406PA Plate S355J2+N T=50        |E52           |28.02.2018      |09.03.2018       |B001.A02717|                                   |
| 1032941507|                  2 |EA |E007.A38739|5287369PA           |01  |5287369, t=50, S355J2+N, Zaczep zbiornik|E52           |28.02.2018      |09.03.2018       |B001.A02717|                                   |
| 1032941508|                  2 |EA |E007.A40957|009-18-01.05        |    |009-18-01.05  Blacha X50                |E52           |28.02.2018      |28.02.2018       |B001.A02717|                                   |
| 1032941515|                  6 |EA |E007.A11007|A02371.0100         |05  |A02371.0100 EAR S355N T=100             |E52           |26.02.2018      |06.03.2018       |B001.A05988|                                   |
| 1032941531|                  6 |EA |E007.A31094|9106002394          |01  |AXLE MOUNT 9106002394                   |E52           |28.02.2018      |15.03.2018       |B001.A04110|                                   |
| 1032941532|                  4 |EA |E007.A15083|9106002208          |03  |PLATE 9106002208                        |E52           |28.02.2018      |15.03.2018       |B001.A04110|                                   |
| 1032941534|                  8 |EA |E007.A11029|A25832.0200         |03  |A25832.0200 SLIDE BOTTOM                |E52           |28.02.2018      |14.03.2018       |B001.A04110|                                   |
| 1032941611|                  4 |EA |E007.A34363|A31117.1600PA       |01  |A31117.1600 T=15 S235JRG2 4xM8-HOLE     |E52           |04.03.2018      |06.03.2018       |B001.A06272|                                   |
| 1032941676|                  8 |EA |E007.A08062|A23177.0400PA5      |01  |A23177.0400 T=15 PLATE                  |E52           |25.02.2018      |01.03.2018       |B001.A06272|                                   |
| 1032941685|                  2 |EA |E007.A32175|A45184.0500         |03  |A45184.0500 T=15 S355N                  |E52           |28.02.2018      |05.03.2018       |B001.A06272|                                   |
| 1032941691|                  2 |EA |E007.A40855|097-17-1.1.11       |    |097-17-1.1.11 Blacha X25                |E52           |28.02.2018      |01.03.2018       |B001.A02677|                                   |
| 1032941692|                  1 |EA |E007.A40856|097-17-1.1.10       |    |097-17-1.1.10 Blacha X25                |E52           |28.02.2018      |01.03.2018       |B001.A02677|                                   |
| 1032941693|                  1 |EA |E007.A40857|097-17-1.1.9        |    |097-17-1.1.9 Blacha X25                 |E52           |28.02.2018      |01.03.2018       |B001.A02677|                                   |
| 1032941694|                  2 |EA |E007.A40859|097-17-1.1.7        |    |097-17-1.1.7 Blacha X25                 |E52           |28.02.2018      |01.03.2018       |B001.A02677|                                   |
| 1032941695|                  2 |EA |E007.A40860|097-17-1.1.6        |    |097-17-1.1.6 Blacha X25                 |E52           |28.02.2018      |01.03.2018       |B001.A02677|                                   |
| 1032941712|                  1 |EA |E007.A39897|5296666PA           |00  |5296666 plate T=25 S355J2+N             |E52           |19.03.2018      |20.03.2018       |B001.A02677|                                   |
| 1032941735|                  2 |EA |E007.A40689|070-17-04.02        |    |070-17-04.02 Blacha x20                 |E52           |28.02.2018      |28.02.2018       |B001.A04215|                                   |
| 1032941746|                 16 |EA |E007.A27958|200021.01           |03  |200021.01 EAR t=30 S355N PA05           |E52           |25.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941747|                 24 |EA |E007.A03423|100296.01           |02  |100296.01 BRACKET T=30                  |E52           |25.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941748|                  8 |EA |E007.A27494|9106011514PA4       |    |PLATE 9106011514PA4                     |E52           |26.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941749|                  8 |EA |E007.A06756|100866.01/3 PA      |05  |100866.01/3 FLANGE LOWER. 5593X220X30   |E52           |26.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941750|                  4 |EA |E007.A06762|100032.01/2 PA      |05  |100032.01/2 FLANGE UPER. 5750X220X30    |E52           |26.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941751|                 20 |EA |E007.A10911|600012.01           |3   |600012.01 T=30 DISC                     |E52           |26.02.2018      |08.03.2018       |B001.A04185|                                   |
| 1032941752|                  4 |EA |E007.A15668|139490.0200PA       |03  |139490.0200PA PLATE T=30 S355N          |E52           |27.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941753|                  8 |EA |E007.A10904|600007.01PA         |3   |600007.01 T=30 EAR BRACKET CYLINDER LIFT|E52           |27.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941754|                  4 |EA |E007.A36168|139490.0800PA       |01  |139490.0800PA PLATE T=30 S355           |E52           |26.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941755|                  2 |EA |E007.A36862|885336              |0   |885336 T=30 PLATE                       |E52           |27.02.2018      |01.03.2018       |B001.A04185|                                   |
| 1032941761|                  4 |EA |E007.A14810|9106012264          |02  |PLATE 9106012264                        |E52           |26.02.2018      |08.03.2018       |B001.A04185|                                   |
| 1032941767|                  4 |EA |E007.A26167|A53457.0300         |01  |A53457.0300 CROSS BAR T=30 S355N        |E52           |26.02.2018      |07.03.2018       |B001.A04185|                                   |
| 1032941772|                  2 |EA |E007.A35347|A64901.0500PA       |02  |A64901.0500PA SIDE CARRIAGE T=50 S355N  |E52           |27.02.2018      |07.03.2018       |B001.A02717|                                   |
| 1032941779|                  2 |EA |E007.A34087|A61262.0200PA3      |02  |A61262.0200PA3 SIDE PLATE T=50 S355N    |E52           |01.03.2018      |13.03.2018       |B001.A02717|                                   |
| 1032941780|                  1 |EA |E007.A37779|A54934.0500PA       |01  |A54934.0500PA CROSS PLATE CARRIAG KALMAR|E52           |01.03.2018      |21.03.2018       |B001.A02717|                                   |
| 1032941781|                  1 |EA |E007.A36553|A64985.0100         |01  |A64985.0100 MIDDLE PLATE S355N T=50     |E52           |01.03.2018      |22.03.2018       |B001.A02717|                                   |
| 1032941816|                  2 |EA |E007.A28596|9106002335          |03  |9106002335 PLATE t=40 S355N             |E52           |01.03.2018      |08.03.2018       |B001.A04186|                                   |
| 1032941817|                  2 |EA |E007.A28598|9106002334          |03  |9106002334 PLATE t=40 S355N             |E52           |01.03.2018      |08.03.2018       |B001.A04186|                                   |
| 1032941823|                 12 |EA |E007.A27184|336550.0400         |03  |336550.0400 T=40 BRACKET                |E52           |01.03.2018      |13.03.2018       |B001.A04186|                                   |
| 1032941824|                 24 |EA |E007.A27184|336550.0400         |03  |336550.0400 T=40 BRACKET                |E52           |01.03.2018      |13.03.2018       |B001.A04186|                                   |
| 1032941827|                  2 |EA |E007.A30450|9106011443          |02  |9106011443 PLATE t=40 S355N             |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941828|                  8 |EA |E007.A27493|9106002217PA4       |    |PLATE 9106002217PA4                     |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941829|                  4 |EA |E007.A15170|9106001568          |02  |PLATE 9106001568                        |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941830|                  4 |EA |E007.A15174|9106001520          |02  |PLATE 9106001520                        |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941832|                  4 |EA |E007.A09808|A35819.0200         |02  |A35819.0200 CROCODILE EC T=40 S355N     |E52           |01.03.2018      |13.03.2018       |B001.A04186|                                   |
| 1032941833|                  2 |EA |E007.A37774|A51853.0800PA       |02  |A51853.0800PA Carriage Plate T=40 S355N |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941835|                  8 |EA |E007.A06577|A05182.0200         |03  |A05182.0200 BRACKET T=40 S355           |E52           |01.03.2018      |20.03.2018       |B001.A04186|                                   |
| 1032941836|                  2 |EA |E007.A18042|9106249217PA        |03  |9106249217PA PLATE T=40 S355J2+N        |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941837|                  2 |EA |E007.A18042|9106249217PA        |03  |9106249217PA PLATE T=40 S355J2+N        |E52           |01.03.2018      |15.03.2018       |B001.A04186|                                   |
| 1032941839|                  1 |EA |E007.A40690|070-17-04.01        |    |070-17-04.01 Blacha x20                 |E52           |28.02.2018      |28.02.2018       |B001.A02743|                                   |
| 1032941840|                  1 |EA |E007.A40757|100869.01W_C1       |04  |100869.01W_C1 PLATE FRONT T=20          |E52           |01.03.2018      |01.03.2018       |B001.A02743|                                   |
| 1032941857|                  2 |EA |E007.A13996|5580010343          |02  |5580010343 PLATE                        |E52           |16.02.2018      |02.03.2018       |B001.A02677|                                   |
| 1032941867|                  2 |EA |E007.A36882|4136848-PA          |0   |4136848 T=25 PLATE                      |E52           |27.02.2018      |02.03.2018       |B001.A02677|                                   |
| 1032941868|                  2 |EA |E007.A09516|100709              |01  |100709.01 SMV CAB EAR                   |E52           |01.03.2018      |12.03.2018       |B001.A02677|                                   |
| 1032941869|                  1 |EA |E007.A40943|A54128.0200PA2      |01  |A54128.0200PA2 REAR PLATE t=40 S355N    |E52           |01.03.2018      |05.03.2018       |B001.A04186|                                   |
| 1032941870|                  1 |EA |E007.A40944|A54129.0200PA2      |01  |A54129.0200PA2 FRONT PLATE t=40 S355N   |E52           |01.03.2018      |05.03.2018       |B001.A04186|                                   |
| 1032941871|                  1 |EA |E007.A32446|A59669.05001        |01  |A59669.05001 PLATE T=40 S355N           |E52           |01.03.2018      |12.03.2018       |B001.A04186|                                   |
| 1032941874|                  8 |EA |E007.A08409|A32148.0100         |05  |A32148.0100 PLATE CYLINDER BRACKET/DOMEK|E52           |01.03.2018      |16.03.2018       |B001.A04186|                                   |
| 1032941875|                  1 |EA |E007.A38261|A14491.0600         |1   |A14491.0600 PLATE, FRONT T=40           |E52           |28.02.2018      |09.03.2018       |B001.A04186|                                   |
| 1032941876|                  1 |EA |E007.A38262|A14492.0700         |01  |A14492.0700 PLATE, REAR T=40            |E52           |28.02.2018      |08.03.2018       |B001.A04186|                                   |
| 1032941877|                  1 |EA |E007.A37774|A51853.0800PA       |02  |A51853.0800PA Carriage Plate T=40 S355N |E52           |01.03.2018      |21.03.2018       |B001.A04186|                                   |
| 1032941878|                  1 |EA |E007.A37775|A51853.0900PA       |02  |A51853.0900PA Carriage Plate T=40 S355N |E52           |01.03.2018      |21.03.2018       |B001.A04186|                                   |
